,Customer_id,Name,email,membership_age,revenue,Preferred_film_languages,preferred_film_category,city,preferred_film_year
30,31,BRENDA WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,0,104.73999999999997,English,,257,00s
31,32,AMY LOPEZ,AMY.LOPEZ@sakilacustomer.org,0,127.70999999999995,English,,239,00s
32,33,ANNA HILL,ANNA.HILL@sakilacustomer.org,0,91.78999999999998,English,,17,00s
33,34,REBECCA SCOTT,REBECCA.SCOTT@sakilacustomer.org,0,89.76,English,,284,00s
34,35,VIRGINIA GREEN,VIRGINIA.GREEN@sakilacustomer.org,0,129.67999999999995,English,,544,00s
35,36,KATHLEEN ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,0,92.72999999999999,English,,31,00s
36,37,PAMELA BAKER,PAMELA.BAKER@sakilacustomer.org,0,95.76999999999997,English,,362,00s
37,38,MARTHA GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,0,127.65999999999993,English,,115,00s
38,39,DEBRA NELSON,DEBRA.NELSON@sakilacustomer.org,0,141.70999999999995,English,,569,00s
39,40,AMANDA CARTER,AMANDA.CARTER@sakilacustomer.org,0,110.72999999999996,English,,353,00s
40,41,STEPHANIE MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,0,118.74999999999996,English,,586,00s
41,42,CAROLYN PEREZ,CAROLYN.PEREZ@sakilacustomer.org,0,117.69999999999997,English,,394,00s
42,43,CHRISTINE ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,0,99.75999999999999,English,,167,00s
43,44,MARIE TURNER,MARIE.TURNER@sakilacustomer.org,0,114.73999999999995,English,,308,00s
44,45,JANET PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,0,127.72999999999996,English,,27,00s
45,46,CATHERINE CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,0,142.65999999999997,English,,343,00s
46,47,FRANCES PARKER,FRANCES.PARKER@sakilacustomer.org,0,108.77999999999997,English,,247,00s
47,48,ANN EVANS,ANN.EVANS@sakilacustomer.org,0,76.82999999999998,English,,367,00s
48,49,JOYCE EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,0,130.71999999999994,English,,237,00s
49,50,DIANE COLLINS,DIANE.COLLINS@sakilacustomer.org,0,169.65,English,,379,00s
50,51,ALICE STEWART,ALICE.STEWART@sakilacustomer.org,0,138.66999999999993,English,,171,00s
51,52,JULIE SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,0,107.70999999999997,English,,1,00s
52,53,HEATHER MORRIS,HEATHER.MORRIS@sakilacustomer.org,0,115.69999999999997,English,,355,00s
53,54,TERESA ROGERS,TERESA.ROGERS@sakilacustomer.org,0,128.70999999999995,English,,227,00s
54,55,DORIS REED,DORIS.REED@sakilacustomer.org,0,100.77999999999997,English,,49,00s
55,56,GLORIA COOK,GLORIA.COOK@sakilacustomer.org,0,135.69999999999996,English,,397,00s
56,57,EVELYN MORGAN,EVELYN.MORGAN@sakilacustomer.org,0,114.71999999999994,English,,560,00s
57,58,JEAN BELL,JEAN.BELL@sakilacustomer.org,0,115.72999999999996,English,,282,00s
58,59,CHERYL MURPHY,CHERYL.MURPHY@sakilacustomer.org,0,133.72999999999996,English,,350,00s
59,60,MILDRED BAILEY,MILDRED.BAILEY@sakilacustomer.org,0,98.75,English,,231,00s
60,61,KATHERINE RIVERA,KATHERINE.RIVERA@sakilacustomer.org,0,58.86000000000002,English,,56,00s
61,62,JOAN COOPER,JOAN.COOPER@sakilacustomer.org,0,84.76999999999998,English,,441,00s
62,63,ASHLEY RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,0,112.74999999999996,English,,306,00s
63,64,JUDITH COX,JUDITH.COX@sakilacustomer.org,0,100.66999999999997,English,,139,00s
64,65,ROSE HOWARD,ROSE.HOWARD@sakilacustomer.org,0,103.77999999999999,English,,105,00s
65,66,JANICE WARD,JANICE.WARD@sakilacustomer.org,0,144.65999999999997,English,,321,00s
66,67,KELLY TORRES,KELLY.TORRES@sakilacustomer.org,0,99.77999999999997,English,,579,00s
67,68,NICOLE PETERSON,NICOLE.PETERSON@sakilacustomer.org,0,94.77999999999997,English,,475,00s
68,69,JUDY GRAY,JUDY.GRAY@sakilacustomer.org,0,96.74999999999997,English,,63,00s
69,70,CHRISTINA RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,0,80.82,English,,13,00s
70,71,KATHY JAMES,KATHY.JAMES@sakilacustomer.org,0,129.69999999999996,English,,61,00s
71,72,THERESA WATSON,THERESA.WATSON@sakilacustomer.org,0,99.69999999999995,English,,517,00s
72,73,BEVERLY BROOKS,BEVERLY.BROOKS@sakilacustomer.org,0,97.75999999999998,English,,114,00s
73,74,DENISE KELLY,DENISE.KELLY@sakilacustomer.org,0,103.72999999999996,English,,431,00s
74,75,TAMMY SANDERS,TAMMY.SANDERS@sakilacustomer.org,0,155.59,English,,108,00s
75,76,IRENE PRICE,IRENE.PRICE@sakilacustomer.org,0,77.77000000000001,English,,402,00s
76,77,JANE BENNETT,JANE.BENNETT@sakilacustomer.org,0,100.72,English,,30,00s
77,78,LORI WOOD,LORI.WOOD@sakilacustomer.org,0,141.68999999999997,English,,425,00s
78,79,RACHEL BARNES,RACHEL.BARNES@sakilacustomer.org,0,84.77999999999999,English,,256,00s
79,80,MARILYN ROSS,MARILYN.ROSS@sakilacustomer.org,0,137.69999999999996,English,,217,00s
80,81,ANDREA HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,0,93.77999999999999,English,,319,00s
81,82,KATHRYN COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,0,130.73999999999995,English,,479,00s
82,83,LOUISE JENKINS,LOUISE.JENKINS@sakilacustomer.org,0,101.74999999999999,English,,497,00s
83,84,SARA PERRY,SARA.PERRY@sakilacustomer.org,0,141.66999999999996,English,,40,00s
84,85,ANNE POWELL,ANNE.POWELL@sakilacustomer.org,0,87.76999999999998,English,,88,00s
85,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,0,148.67,English,,489,00s
86,87,WANDA PATTERSON,WANDA.PATTERSON@sakilacustomer.org,0,145.7,English,,480,00s
87,88,BONNIE HUGHES,BONNIE.HUGHES@sakilacustomer.org,0,87.78999999999999,English,,113,00s
88,89,JULIA FLORES,JULIA.FLORES@sakilacustomer.org,0,134.67999999999995,English,,289,00s
89,90,RUBY WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,0,110.71999999999994,English,,332,00s
90,91,LOIS BUTLER,LOIS.BUTLER@sakilacustomer.org,0,113.64999999999995,English,,53,00s
91,92,TINA SIMMONS,TINA.SIMMONS@sakilacustomer.org,0,133.71999999999994,English,,183,00s
92,93,PHYLLIS FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,0,91.76999999999998,English,,592,00s
93,94,NORMA GONZALES,NORMA.GONZALES@sakilacustomer.org,0,79.78999999999999,English,,82,00s
94,95,PAULA BRYANT,PAULA.BRYANT@sakilacustomer.org,0,77.82000000000001,English,,399,00s
95,96,DIANA ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,0,105.72999999999998,English,,41,00s
96,97,ANNIE RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,0,58.82000000000002,English,,534,00s
97,98,LILLIAN GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,0,106.74999999999996,English,,12,00s
98,99,EMILY DIAZ,EMILY.DIAZ@sakilacustomer.org,0,91.75999999999998,English,,268,00s
99,100,ROBIN HAYES,ROBIN.HAYES@sakilacustomer.org,0,102.75999999999995,English,,238,00s
100,101,PEGGY MYERS,PEGGY.MYERS@sakilacustomer.org,0,96.75999999999996,English,,2,00s
101,102,CRYSTAL FORD,CRYSTAL.FORD@sakilacustomer.org,0,137.66999999999996,English,,34,00s
102,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,0,146.68999999999997,English,,220,00s
103,104,RITA GRAHAM,RITA.GRAHAM@sakilacustomer.org,0,92.75999999999998,English,,543,00s
104,105,DAWN SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,0,120.73999999999995,English,,173,00s
105,106,CONNIE WALLACE,CONNIE.WALLACE@sakilacustomer.org,0,100.76999999999997,English,,225,00s
106,107,FLORENCE WOODS,FLORENCE.WOODS@sakilacustomer.org,0,126.69999999999996,English,,334,00s
107,108,TRACY COLE,TRACY.COLE@sakilacustomer.org,0,132.69999999999996,English,,213,00s
108,109,EDNA WEST,EDNA.WEST@sakilacustomer.org,0,107.73999999999997,English,,273,00s
109,110,TIFFANY JORDAN,TIFFANY.JORDAN@sakilacustomer.org,0,59.86000000000002,English,,159,00s
110,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,0,97.73999999999998,English,,102,00s
111,112,ROSA REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,0,133.69999999999996,English,,292,00s
112,113,CINDY FISHER,CINDY.FISHER@sakilacustomer.org,0,113.70999999999997,English,,132,00s
113,114,GRACE ELLIS,GRACE.ELLIS@sakilacustomer.org,0,139.67,English,,148,00s
114,115,WENDY HARRISON,WENDY.HARRISON@sakilacustomer.org,0,91.69999999999996,English,,365,00s
115,116,VICTORIA GIBSON,VICTORIA.GIBSON@sakilacustomer.org,0,111.72999999999998,English,,403,00s
116,117,EDITH MCDONALD,EDITH.MCDONALD@sakilacustomer.org,0,71.81,English,,176,00s
117,118,KIM CRUZ,KIM.CRUZ@sakilacustomer.org,0,82.78999999999999,English,,185,00s
118,119,SHERRY MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,0,153.66,English,,476,00s
119,120,SYLVIA ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,0,143.67999999999998,English,,147,00s
120,121,JOSEPHINE GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,0,109.73999999999997,English,,164,00s
121,122,THELMA MURRAY,THELMA.MURRAY@sakilacustomer.org,0,126.67999999999994,English,,305,00s
122,123,SHANNON FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,0,100.75999999999998,English,,566,00s
123,124,SHEILA WELLS,SHEILA.WELLS@sakilacustomer.org,0,73.82,English,,281,00s
124,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,0,135.67999999999998,English,,85,00s
125,126,ELLEN SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,0,117.71999999999997,English,,410,00s
126,127,ELAINE STEVENS,ELAINE.STEVENS@sakilacustomer.org,0,107.75999999999996,English,,484,00s
127,128,MARJORIE TUCKER,MARJORIE.TUCKER@sakilacustomer.org,0,127.67999999999992,English,,236,00s
128,129,CARRIE PORTER,CARRIE.PORTER@sakilacustomer.org,0,124.65999999999994,English,,302,00s
129,130,CHARLOTTE HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,0,93.75999999999999,English,,190,00s
130,131,MONICA HICKS,MONICA.HICKS@sakilacustomer.org,0,128.69999999999993,English,,345,00s
131,132,ESTHER CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,0,95.71999999999998,English,,87,00s
132,133,PAULINE HENRY,PAULINE.HENRY@sakilacustomer.org,0,98.72999999999996,English,,541,00s
133,134,EMMA BOYD,EMMA.BOYD@sakilacustomer.org,0,94.76999999999998,English,,421,00s
134,135,JUANITA MASON,JUANITA.MASON@sakilacustomer.org,0,110.69999999999995,English,,417,00s
135,136,ANITA MORALES,ANITA.MORALES@sakilacustomer.org,0,62.850000000000016,English,,211,00s
136,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,0,194.61000000000007,English,,29,00s
137,138,HAZEL WARREN,HAZEL.WARREN@sakilacustomer.org,0,110.65999999999994,English,,207,00s
138,139,AMBER DIXON,AMBER.DIXON@sakilacustomer.org,0,113.72999999999996,English,,542,00s
139,140,EVA RAMOS,EVA.RAMOS@sakilacustomer.org,0,83.82,English,,123,00s
140,141,DEBBIE REYES,DEBBIE.REYES@sakilacustomer.org,0,130.67999999999992,English,,172,00s
141,142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,0,94.73999999999995,English,,149,00s
142,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,0,89.77999999999999,English,,266,00s
143,144,CLARA SHAW,CLARA.SHAW@sakilacustomer.org,0,195.58000000000007,English,,340,00s
144,145,LUCILLE HOLMES,LUCILLE.HOLMES@sakilacustomer.org,0,108.71999999999998,English,,491,00s
145,146,JAMIE RICE,JAMIE.RICE@sakilacustomer.org,0,139.70999999999995,English,,499,00s
146,147,JOANNE ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,0,127.65999999999995,English,,555,00s
147,148,ELEANOR HUNT,ELEANOR.HUNT@sakilacustomer.org,0,216.5400000000001,English,,442,00s
148,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,0,121.73999999999995,English,,94,00s
149,150,DANIELLE DANIELS,DANIELLE.DANIELS@sakilacustomer.org,0,105.74999999999997,English,,202,00s
150,151,MEGAN PALMER,MEGAN.PALMER@sakilacustomer.org,0,92.72999999999998,English,,291,00s
151,152,ALICIA MILLS,ALICIA.MILLS@sakilacustomer.org,0,83.78999999999998,English,,354,00s
152,153,SUZANNE NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,0,94.75999999999998,English,,232,00s
153,154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,0,130.69999999999996,English,,590,00s
154,155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,0,109.74999999999997,English,,72,00s
155,156,BERTHA FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,0,101.74999999999996,English,,381,00s
156,157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,0,113.68999999999997,English,,420,00s
157,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,0,126.67999999999992,English,,187,00s
158,159,JILL HAWKINS,JILL.HAWKINS@sakilacustomer.org,0,68.79,English,,307,00s
159,160,ERIN DUNN,ERIN.DUNN@sakilacustomer.org,0,106.72999999999998,English,,310,00s
160,161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,0,112.69999999999995,English,,533,00s
161,162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,0,71.8,English,,297,00s
162,163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,0,122.70999999999997,English,,253,00s
163,164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,0,66.84000000000002,English,,529,00s
164,165,LORRAINE STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,0,86.78999999999999,English,,199,00s
165,166,LYNN PAYNE,LYNN.PAYNE@sakilacustomer.org,0,123.71999999999996,English,,304,00s
166,167,SALLY PIERCE,SALLY.PIERCE@sakilacustomer.org,0,119.67999999999995,English,,107,00s
167,168,REGINA BERRY,REGINA.BERRY@sakilacustomer.org,0,135.65999999999997,English,,240,00s
168,169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,95.77999999999997,English,,407,00s
169,170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,0,119.73999999999997,English,,550,00s
170,171,DOLORES WAGNER,DOLORES.WAGNER@sakilacustomer.org,0,114.73999999999997,English,,223,00s
171,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,0,145.67,English,,58,00s
172,173,AUDREY RAY,AUDREY.RAY@sakilacustomer.org,0,119.70999999999995,English,,186,00s
173,174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,0,92.78999999999998,English,,373,00s
174,175,ANNETTE OLSON,ANNETTE.OLSON@sakilacustomer.org,0,98.75999999999998,English,,18,00s
175,176,JUNE CARROLL,JUNE.CARROLL@sakilacustomer.org,0,173.63000000000002,English,,483,00s
176,177,SAMANTHA DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,0,71.77,English,,330,00s
177,178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,0,194.61000000000007,English,,456,00s
178,179,DANA HART,DANA.HART@sakilacustomer.org,0,133.70999999999995,English,,270,00s
179,180,STACY CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,0,98.76999999999997,English,,405,00s
180,181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,0,174.66000000000005,English,,333,00s
181,182,RENEE LANE,RENEE.LANE@sakilacustomer.org,0,97.74,English,,126,00s
182,183,IDA ANDREWS,IDA.ANDREWS@sakilacustomer.org,0,76.77,English,,317,00s
183,184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,0,90.76999999999998,English,,438,00s
184,185,ROBERTA HARPER,ROBERTA.HARPER@sakilacustomer.org,0,84.76999999999998,English,,467,00s
185,186,HOLLY FOX,HOLLY.FOX@sakilacustomer.org,0,114.68999999999997,English,,195,00s
186,187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,0,159.72,English,,506,00s
187,188,MELANIE ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,0,92.74999999999999,English,,62,00s
188,189,LORETTA CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,0,93.77999999999999,English,,383,00s
189,190,YOLANDA WEAVER,YOLANDA.WEAVER@sakilacustomer.org,0,110.72999999999996,English,,513,00s
190,191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,0,74.8,English,,369,00s
191,192,LAURIE LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,0,99.76999999999998,English,,169,00s
192,193,KATIE ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,0,109.74999999999996,English,,271,00s
193,194,KRISTEN CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,0,87.82,English,,204,00s
194,195,VANESSA SIMS,VANESSA.SIMS@sakilacustomer.org,0,86.80999999999999,English,,477,00s
195,196,ALMA AUSTIN,ALMA.AUSTIN@sakilacustomer.org,0,151.64999999999998,English,,325,00s
196,197,SUE PETERS,SUE.PETERS@sakilacustomer.org,0,154.59999999999997,English,,109,00s
197,198,ELSIE KELLEY,ELSIE.KELLEY@sakilacustomer.org,0,141.62999999999997,English,,218,00s
198,199,BETH FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,0,103.74999999999997,English,,194,00s
199,200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,0,136.73,English,,35,00s
200,201,VICKI FIELDS,VICKI.FIELDS@sakilacustomer.org,0,108.74999999999996,English,,575,00s
201,202,CARLA GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,0,103.73999999999998,English,,77,00s
202,203,TARA RYAN,TARA.RYAN@sakilacustomer.org,0,88.79999999999998,English,,184,00s
203,204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,0,147.64999999999998,English,,557,00s
204,205,EILEEN CARR,EILEEN.CARR@sakilacustomer.org,0,80.82,English,,122,00s
205,206,TERRI VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,0,126.72999999999995,English,,83,00s
206,207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,0,137.65999999999997,English,,371,00s
207,208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,0,91.74000000000001,English,,51,00s
208,209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,0,161.68,English,,74,00s
209,210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,0,137.68999999999997,English,,7,00s
210,211,STACEY MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,0,151.65999999999997,English,,174,00s
211,212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,0,91.79999999999998,English,,65,00s
212,213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,0,111.71999999999996,English,,518,00s
213,214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,0,116.68999999999994,English,,508,00s
214,215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,0,91.73999999999997,English,,498,00s
215,216,NATALIE MEYER,NATALIE.MEYER@sakilacustomer.org,0,95.76999999999998,English,,28,00s
216,217,AGNES BISHOP,AGNES.BISHOP@sakilacustomer.org,0,98.76999999999998,English,,448,00s
217,218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,0,67.82000000000001,English,,251,00s
218,219,WILLIE HOWELL,WILLIE.HOWELL@sakilacustomer.org,0,101.73999999999997,English,,567,00s
219,220,CHARLENE ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,0,114.72999999999995,English,,593,00s
220,221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,0,132.71999999999994,English,,511,00s
221,222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,0,91.78999999999996,English,,235,00s
222,223,MELINDA FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,0,80.83,English,,324,00s
223,224,PEARL GARZA,PEARL.GARZA@sakilacustomer.org,0,76.78,English,,243,00s
224,225,ARLENE HARVEY,ARLENE.HARVEY@sakilacustomer.org,0,120.73999999999995,English,,22,00s
225,226,MAUREEN LITTLE,MAUREEN.LITTLE@sakilacustomer.org,0,87.78999999999999,English,,37,00s
226,227,COLLEEN BURTON,COLLEEN.BURTON@sakilacustomer.org,0,87.75999999999999,English,,439,00s
227,228,ALLISON STANLEY,ALLISON.STANLEY@sakilacustomer.org,0,92.72999999999999,English,,406,00s
228,229,TAMARA NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,0,93.74999999999997,English,,26,00s
229,230,JOY GEORGE,JOY.GEORGE@sakilacustomer.org,0,124.66999999999993,English,,86,00s
230,231,GEORGIA JACOBS,GEORGIA.JACOBS@sakilacustomer.org,0,110.73999999999997,English,,559,00s
231,232,CONSTANCE REID,CONSTANCE.REID@sakilacustomer.org,0,95.74999999999997,English,,596,00s
232,233,LILLIE KIM,LILLIE.KIM@sakilacustomer.org,0,89.76999999999997,English,,216,00s
233,234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,0,111.73999999999995,English,,233,00s
234,235,JACKIE LYNCH,JACKIE.LYNCH@sakilacustomer.org,0,93.74999999999997,English,,96,00s
235,236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,0,175.58,English,,527,00s
236,237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,0,144.67,English,,357,00s
237,238,NELLIE GARRETT,NELLIE.GARRETT@sakilacustomer.org,0,94.78999999999998,English,,473,00s
238,239,MINNIE ROMERO,MINNIE.ROMERO@sakilacustomer.org,0,142.65999999999997,English,,118,00s
239,240,MARLENE WELCH,MARLENE.WELCH@sakilacustomer.org,0,117.73999999999997,English,,226,00s
240,241,HEIDI LARSON,HEIDI.LARSON@sakilacustomer.org,0,122.65999999999994,English,,578,00s
241,242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,0,140.68,English,,422,00s
242,243,LYDIA BURKE,LYDIA.BURKE@sakilacustomer.org,0,82.75999999999999,English,,454,00s
243,244,VIOLA HANSON,VIOLA.HANSON@sakilacustomer.org,0,129.67999999999995,English,,294,00s
244,245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,0,132.67999999999998,English,,553,00s
245,246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,0,107.76999999999998,English,,328,00s
246,247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,0,104.77999999999997,English,,124,00s
247,248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,0,50.85000000000001,English,,520,00s
248,249,DORA MEDINA,DORA.MEDINA@sakilacustomer.org,0,107.76999999999995,English,,535,00s
249,250,JO FOWLER,JO.FOWLER@sakilacustomer.org,0,73.80000000000003,English,,390,00s
250,251,VICKIE BREWER,VICKIE.BREWER@sakilacustomer.org,0,120.68999999999994,English,,198,00s
251,252,MATTIE HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,0,64.78,English,,312,00s
252,253,TERRY CARLSON,TERRY.CARLSON@sakilacustomer.org,0,127.70999999999995,English,,338,00s
253,254,MAXINE SILVA,MAXINE.SILVA@sakilacustomer.org,0,116.67999999999995,English,,413,00s
254,255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,0,70.82000000000001,English,,192,00s
255,256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,0,112.69999999999997,English,,342,00s
256,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,0,151.63000000000002,English,,64,00s
